CodiceSoggetto,NumeroSoggetto,Condizione,BlockIdx,Trial,Modality,Stretch,BallsPopped,TrialDuration_s
PROVAA,1,3,1,1,Pinza,Baseline,4,3,00
PROVAA,1,3,1,2,Pinza,Baseline,0,3,00
PROVAA,1,3,1,3,Pinza,Baseline,5,3,00
