CodiceSoggetto,NumeroSoggetto,Condizione,RigId,Trial,Type,Response,Time(ms)
prova,1,1,ManoRig,1,Async_medio,NA,NA
prova,1,1,ManoRig,1,Sync_medio,NA,NA
